id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00567,37.140341,-122.101475,3,-1,5,5,True,"Overhead conductors are visible crossing the upper portion of the image diagonally. Dense tall redwood and conifer trees surround the corridor, with crowns well ABOVE conductor height and foliage immediately adjacent to and overhanging the lines (within ~4 ft or touching). This is violation-level clearance."
R00568,37.140453,-122.129890,3,-1,5,5,True,"Overhead distribution conductors are visible running from the wood pole (center) across the road. Large tree crowns on the right side are at/above conductor height and appear to touch or overhang the lines, with foliage well within the 4 ft envelope. Violation-level clearance."
R00569,37.140719,-122.129404,4,-1,5,5,True,"Overhead conductors are visible crossing the upper portion of the image diagonally. Dense tree crowns on the right side are at and above conductor height, with foliage appearing to touch or overhang the lines. Tall redwoods on the left also exceed line height within falling distance. Vegetation is ABOVE conductor height and effectively in contact, violation-level."
R00570,37.140721,-122.131464,3,-1,5,5,True,"Overhead distribution conductors are visible running along the left side and crossing the frame. Dense tall trees (redwoods, mixed conifers) are AT and ABOVE conductor height directly adjacent to the line, with foliage overhanging and effectively touching the conductors within a few feet. Fall-in risk is very high."
R00571,37.141040,-122.101655,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a forested road corridor with tall trees on both sides, but no wooden poles, crossarms, or uninsulated conductors are present."
R00572,37.141154,-122.131655,4,-1,4,4,True,"Distribution conductors are visible spanning from the pole in the center to the right along the road. Tall redwoods and dense trees line both sides of the corridor with crowns at or above conductor height directly beside the lines, and vegetation appears within the recommended clearance envelope. Nearest vegetation is ABOVE conductor height within a few feet."
R00573,37.141178,-122.128916,4,-1,5,5,True,"Overhead conductors are visible crossing the frame from upper left toward a pole near center-right. Dense tall trees and heavy vegetation are immediately adjacent, with tree crowns at/above conductor height and foliage appearing to touch or overhang the lines (within ~4 ft)."
R00574,37.141518,-122.101755,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a rural road lined with dense vegetation and tall trees, but no electrical distribution lines, poles, or crossarms are evident in the frame."
R00575,37.141589,-122.128955,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the scene, with a pole and equipment visible mid-image. Dense trees and foliage (redwoods and deciduous crowns) are at or above conductor height on both sides, with vegetation appearing to touch/overhang the lines near the center-right pole, indicating violation-level encroachment."
R00576,37.141656,-122.132976,0,-1,0,0,True,"No overhead distribution conductors or their supporting infrastructure (wood poles, crossarms) are visible in this image. The image shows a forested mountain road with dense tree canopy on both sides, but no utility poles or power lines are apparent."
R00577,37.141767,-122.132449,3,-1,4,4,True,"A power pole with conductors running through the upper right of the frame is visible against the sky. Tall trees flank the corridor with crowns at or above conductor height directly beside the line, well within the 12 ft envelope and posing fall-in risk. Nearest vegetation is AT/ABOVE conductor height within a few feet."
R00578,37.141852,-122.131777,4,-1,5,5,True,"Distribution conductors are visible running along the right side and crossing the road near the center-right. Tall redwoods and dense tree crowns are at and above conductor height directly adjacent to and overhanging the lines, well within the 4 ft envelope, indicating violation-level encroachment."
R00579,37.141947,-122.129206,4,-1,4,4,True,"Overhead distribution conductors are visible spanning from the wood pole with crossarm and transformer on the left across the road. A large oak tree crown on the right side sits at or above conductor height and is directly beside/beneath the line span, with foliage within the recommended 12 ft envelope. Nearest vegetation is AT conductor height within a few feet."
R00580,37.141993,-122.101779,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined road in the Santa Cruz Mountains with tall redwoods and dense vegetation on both sides, but no utility poles, crossarms, or uninsulated conductors are present in the frame."
